n,url,label,description
547,"liang-han-hui-tan-jiang-wei-dong-ya-qing-shi-dai-lai-he-ping?partial=30420&level=0","即使目前北韓是一個專制國家，但若能與南韓進行長期溝通，我想專制的思考或許會隨著時間慢慢減少。我不敢保證北韓政權對人民思想的控制是否會隨著兩韓溝通減少，但隨著科技的發達，要瞭解到國際形式防不勝防，人民必定有辦法與國際主流思想接觸，而思想就如同樹狀圖慢慢擴散，我相信過沒多久必能兩韓和平以及人民擁有國際思想，脫離專制政權。4106064013",""
548,"liang-han-hui-tan-jiang-wei-dong-ya-qing-shi-dai-lai-he-ping?partial=30421&level=0","北韓若親中，整個世界體系會變得更加對峙，中國與北韓若聯合起來，或許會帶給世界更大的威脅。以中國及北韓這樣捉摸不定的個性，中國也有可能再請北韓去中國設廠製作一些核武，這樣反而會讓國際情勢更加緊張，不會造成東亞世界和平。4103029004",""
549,"liang-han-hui-tan-jiang-wei-dong-ya-qing-shi-dai-lai-he-ping?partial=30422&level=0","美國總統川普不停地將兩簽署和平協議的功勞往自己身上攬，形同美國已有令金正恩屈服於世界潮流的感覺，這件事情引起北韓巨大的反感。金正恩可能會為了維護自己在國際上的尊嚴而臨時反悔這份和平協議條約續用停戰協議，而最希望維持現狀的中國當然也就樂觀其成，保留這顆隨時可能對美國出手的布定時炸彈，到時要是核戰爆發只要作壁上觀，美國消耗完資源前必定會向中國求助，日後中國在國際上的地位可能從現今的兩權變為獨大也說不定，這對稱帝的習近平來說是再理想不過的結果。4106029013",""
550,"liang-han-hui-tan-jiang-wei-dong-ya-qing-shi-dai-lai-he-ping?partial=30424&level=0","要能達到真正的和平和無核化還是漫漫長路。過去也曾有幾次和談的契機，北韓卻屢屢違背承諾。核武是北韓能和各強國談判的利器，也因為核武確保了自己在國際間不容忽視的地位，還可以藉此操弄中美兩大勢力的關係。依照此情勢，北韓不可能輕易放棄核武計畫，可能只是先以讓步來減輕國際制裁，而後再背棄其承諾。4103012046",""
551,"liang-han-hui-tan-jiang-wei-dong-ya-qing-shi-dai-lai-he-ping?partial=30425&level=0","由美國主導的聯合國一直在對北韓進行經濟制裁，包括大幅減少北韓的出口、嚴格查緝北韓商船等，以作為北韓進行核彈試爆的懲罰。所以從平昌東奧開始，到這次的兩韓會談，北韓不斷的在釋出善意，除了要改善國家的經濟之外，還可能激起韓國的民族主義，使美國不敢對北韓輕舉妄動。4106044037",""
552,"liang-han-hui-tan-jiang-wei-dong-ya-qing-shi-dai-lai-he-ping?partial=30429&level=0","兩韓如果破冰，進行軍事會談應可有效控制北韓在進行核武的軍事發展，且有南韓和北韓溝通，南韓再向外界聯絡，如此一來相信能幫助北韓更快融入，漸漸地將其引導出來，再加上多數國家鼓勵兩韓溝通，或許可幫助北韓免受經濟制裁，並使受北韓軍事威脅的國家能稍微卸下警戒，不只是有兩韓受惠。4104043033",""
553,"liang-han-hui-tan-jiang-wei-dong-ya-qing-shi-dai-lai-he-ping?partial=30430&level=0","儘管北韓開放經濟可能造成對南韓或日本，甚至是美國經濟的影響，但從以核武為中心的軍事競爭轉戰開放經濟上的競爭，何嘗不是件好事呢？經濟上的紛爭可能存在於任2國之間，並不僅限於對北韓而言，南北韓的會面至少在暴力層面上會帶來和平。4106021018",""
554,"liang-han-hui-tan-jiang-wei-dong-ya-qing-shi-dai-lai-he-ping?partial=30436&level=0","目前的確難預料下一步的走向，但目前是樂觀其成的。身為一位獨裁者，如果金正恩是意料到此外交、合作給予人民民生、經濟上更多滿足感能鞏固自己的政權是聰明之舉。兩國國情、政治、經濟上都有相當大的落差。目前推測依照宣言中的「統一」，可能會走向「民族意識的統一」但政權仍分立的狀況。畢竟完全的統一會使平衡消失、某方損失大於利益。 4104038110",""
555,"liang-han-hui-tan-jiang-wei-dong-ya-qing-shi-dai-lai-he-ping?partial=30442&level=0","其實雙方是有簽條約的喔!而那份條約就叫做'板門店宣言'，而這份條約主要的重點是兩韓會確保朝鮮半島不會再發生任何的戰爭，兩韓也同意結束1953年停戰的韓戰，雖然不知道這是不是北韓為了拉攏南韓防止美國在朝鮮半島動武的舉動。但違約的事情北韓也並不是毫無前科，北韓1999年就曾為了改善與美國的關係，就曾宣布暫停長程飛彈試射，2006年卻又不顧國際反對，再度進行了核武試射，雖然那時和現在的領導人不同，但未來會如何發展，也就只能看金正恩怎麼做了。4106021058",""
556,"liang-han-hui-tan-jiang-wei-dong-ya-qing-shi-dai-lai-he-ping?partial=30446&level=0","兩韓的和平可能是暫時的，畢竟兩韓問題在歷史上存在很久，北韓簽了條約后，有可能會解決國家的經濟醫療的缺乏和其他重大問題，但也不輕易辦得到，因爲有些做法會引起兩大勢力的不滿。然而兩韓峰會也不會使東亞現今的局勢得到和平，因爲在這幾個區域之間有太多的糾葛，無論是歷史上的爭論和一些重要因素，以及中美的對峙也涉及到這些區域，所以無人能確定未來的情勢。4106023048",""
557,"liang-han-hui-tan-jiang-wei-dong-ya-qing-shi-dai-lai-he-ping?partial=30449&level=0","兩韓統一對中國弊大於利，但是中國自己也面對統一的問題，所以不會反對朝鮮半島的統一，也就失去了反對者的立場。中國之後最擔心的應該就是美國的駐軍、與韓國發生領土糾紛、中國東北地區朝鮮族人轉效忠統一的朝鮮半島，中韓關係的穩定性將受到破壞，失去與美國抗衡的能力4106038136",""
558,"liang-han-hui-tan-jiang-wei-dong-ya-qing-shi-dai-lai-he-ping?partial=30454&level=0","北韓目前還是一顆未爆彈，不能光憑藉著這次的外交手段，確定他們已經不會重蹈覆轍。2000年的南北韓高峰會就是因為北韓經濟問題嚴重，時局逼迫必須尋求外援，但之後卻又三翻兩次的進行核彈試射和挑釁，也許現在的外交手段是為了一時所需必須如此，並不保證之後不會在有動盪東亞之舉，所以還是得密切的留意和觀察兩韓之後的互動與對外界的聲明。4106023036",""
559,"liang-han-hui-tan-jiang-wei-dong-ya-qing-shi-dai-lai-he-ping?partial=30461&level=0","我認為這是南韓與美方需要思考並預防、極有可能再度發生的事情。北韓畢竟是一個極權國家，金正恩為了緩解當前局勢所以才釋出善意，但是當他自己本身的權力受到影響的時候很有可能故技重施，再次以核武、軍事實力作為威脅美方或南韓的武器，美方與南韓始終只能處於被動狀態。4104064036",""
560,"liang-han-hui-tan-jiang-wei-dong-ya-qing-shi-dai-lai-he-ping?partial=30462&level=0","對於北韓的這些年而言，已經'鎖國'太久了，不僅要擔心北韓是否能夠與外界如何連接，我們也無法得知在他們'鎖國'期間，是否有進行過任何不為人知的事情，而當一個國家已經是這樣的背景，然後突然跳出來想和好時，沒有人會知道它的目的為何，這一個'東亞和平'的意義對於他又是甚麼，我們無從得知，只怕這所謂的和平也只是暫時性且非常不穩定，就像一顆不定時炸彈，隨時都會引爆，我們也得提高警覺的與他們共事，也避免未來金正恩突然撕破臉，將這顆'不定時炸彈'完全引爆 4106032028",""
561,"liang-han-hui-tan-jiang-wei-dong-ya-qing-shi-dai-lai-he-ping?partial=30467&level=0","北韓目前還是依舊維持與中國同樣的社會主義，就目前而言，北韓與中國的關係還是十分友好的，習近平也指出對於北韓的去核化是支持的，北韓同意去核，也願意將時區與南韓時區同步等措施都看得出來北韓在釋出善意，而川普也樂見兩韓和平，但是對於東亞的局勢，除了兩韓與中國外，美國的立場亦不能小看，在政治上沒有永遠的敵人，也沒有永遠的朋友，對於兩韓、中、日、美的立場都會影響到東亞的整個局勢，因此還有待後續的發展。4106021050",""
562,"liang-han-hui-tan-jiang-wei-dong-ya-qing-shi-dai-lai-he-ping?partial=30471&level=0","無論是東亞或是世界，和平不是單方面取決於某幾個國家的和諧的，而是每個組成單位彼此都和平，彼此都維持在和諧狀態，才能達到真正的和平，兩韓會談只能說是可能增進南北韓和平的機會。4104035056",""
563,"liang-han-hui-tan-jiang-wei-dong-ya-qing-shi-dai-lai-he-ping?partial=30475&level=0","發展核武能有效地警告其他國家不要輕舉妄動，但是也意味著北韓是個危險的國家，這樣的行為會受到國際的打壓，進而影響經濟發展，所以未必對北韓有利。而且長期的惡性循環下，能源、糧食、醫療等方面的發展會更加不利，金正恩或許也是關注到這點才選擇放棄核武。至於真實性的話，我想要等到川金會談才能進一步證實。4105040014",""
564,"liang-han-hui-tan-jiang-wei-dong-ya-qing-shi-dai-lai-he-ping?partial=30478&level=0","走向和平本來就是一個漸進的過程，板門店宣言中提到互不侵犯協議、軍事保障、民族經濟的平衡發展等，或許現在只是一個宣言，待足夠的籌備期才能真正落實；當然或許宣言最後會淪為虛設，但是對於這次的宣言我會先保持正面的看法，希望一步一步走向和平，這些爭端的結果誰也說不準，還是得持續的關注才能找到答案。4106021011",""
565,"liang-han-hui-tan-jiang-wei-dong-ya-qing-shi-dai-lai-he-ping?partial=30482&level=0","金正恩曾留學瑞士受過西方教育，深知國際關係的巧妙之處，不斷地核武導彈試射，雖遭到國際同聲譴責制裁，更被說為不理性的領導者，但事實上對金正恩來說，國家生存利益與政權穩定才是最重要的事，繼續發展核武是經過理性算計之後的決定，況且伊朗放棄核武的下場殷鑑不遠，因此深信唯有成功展現其擁有核武與洲際導彈實力後，才能在大國環伺下有生存發展的空間與機會。4106033105",""
566,"liang-han-hui-tan-jiang-wei-dong-ya-qing-shi-dai-lai-he-ping?partial=30487&level=0","北韓選擇放棄核武這個條件，我們可以推估目前這是讓北韓自己獲得最大利益的選擇，依朝鮮的領導作風，我們也難以斷言北韓下一步是否又不按牌理出牌。敢斷言的是這次兩韓會面即使無具體作為也好，但無非是個朝鮮邁向國際的開端。4105029004",""
567,"liang-han-hui-tan-jiang-wei-dong-ya-qing-shi-dai-lai-he-ping?partial=30488&level=0","就算語言和歷史有許多共通點、南北兩國的人民沒有互相仇視，政府對政體與利益的取捨才是兩岸和平的主要原因。南韓與北韓需要雙方政府與雙方背後的支持者在各方面都達成一定程度的共識才有辦法真正的和平。4106064113",""
568,"liang-han-hui-tan-jiang-wei-dong-ya-qing-shi-dai-lai-he-ping?partial=30490&level=0","這樣的國際事件之後肯定還有許多變數，有別於之前川普與金正恩的劍拔弩張，因為平昌冬奧的緣故，使得和平的契機得以打開，才有今日的金文會，且將來很有可能會展開歷史性的川金會。金正恩所期待的是留下一個震古鑠今的歷史定位，所以打破僵局，簽訂和平狹義，甚至是一統兩韓，都是金正恩所期待的，這些都促使北韓在國際地位的提升，對金正恩而言正是大功一件。4106064103",""
569,"liang-han-hui-tan-jiang-wei-dong-ya-qing-shi-dai-lai-he-ping?partial=30491&level=0","中美兩方在東亞的勢力也算得上是平起平坐，高峰會雖然可能可以解決南北韓問題，但整個大東亞的和平，並不是這個決定區域性問題的會議所能達到的。而且若南北韓和平問題解決，台海之間的微妙關係就會更明白地顯露出，因此東亞的和平仍舊並無定論。4106011047",""
570,"liang-han-hui-tan-jiang-wei-dong-ya-qing-shi-dai-lai-he-ping?partial=30497&level=0","討論此議題仍應回歸到兩韓本體，南北韓內部皆有龐大力量欲求統一，從冬奧使團為南韓熱烈歡迎到南韓藝術團至北韓演出，不乏可以看出兩者之間的互動頻繁，嘗試突破其背後美中勢力之影響，其可由冬奧美國副總統潘斯潑冷水外交失敗找出線索。兩韓近日之互動頻繁似乎只是更加挑動原本之兩極體系，這為美國於東北亞佈局產生更多變數，各方協議背後之利益計算與斡旋似乎僅只是以和平為籌碼之賭局，東亞暫且達成的和平局勢可能誘發更長遠的動盪。4104013044",""
571,"liang-han-hui-tan-jiang-wei-dong-ya-qing-shi-dai-lai-he-ping?partial=30501&level=0","沒有人能武斷地說兩韓會面將會使兩岸趨向非武力統一，從近期中共對台灣的態度可以看出，主要還是要看台灣政府對兩岸現狀的處理方式，如果過於激進讓中共有藉口，最終還是無法避免武統。4106042029",""
572,"liang-han-hui-tan-jiang-wei-dong-ya-qing-shi-dai-lai-he-ping?partial=30503&level=0","北韓的軍事力量是不容小覷的，我認為不管最後的結果為何，核武都會是一個國際上的不定時炸彈，一旦引爆後果將不堪設想。4106034033",""
573,"liang-han-hui-tan-jiang-wei-dong-ya-qing-shi-dai-lai-he-ping?partial=30511&level=0","即便政經問題解決，兩韓和談依然是個難以達成的議題，兩韓在文化和思想上大相徑庭，即便是有相同的語言，也難以填平兩者之間的隔閡。加上中美兩天施予的壓力，使得兩韓和談變成一個更困難的議題。兩韓身為民主與獨裁的極端個體，要成功和談並非一兩天能達到的4106034006",""
574,"liang-han-hui-tan-jiang-wei-dong-ya-qing-shi-dai-lai-he-ping?partial=30518&level=0","過去的歷史上，北韓破壞和諧的狀況已有先例，且在近半年內北韓領袖也與中國方面有多次互動，中國在東北亞的影響力不太可能降低，反而更有可能是以和平為藉口，將雙方拉近一個平等的戰場。4106013049",""
575,"liang-han-hui-tan-jiang-wei-dong-ya-qing-shi-dai-lai-he-ping?partial=30521&level=0","金正恩未滿30歲就接下政權，他勢必要繼許統領北韓很多年，他眼下的目標，只有鬆開制裁，聯合國目前完全禁止北韓出口煤礦、鐵礦石和紡織品等物品，並嚴重遏制該國的石油供應，似乎只能承諾終結核武計畫，換取與美國外交正常化，接著才能保證國家生計，穩定此問題才能更加鞏固自己的政權，但等到美國正常化貿易後，北韓會採取什麼行動仍有很大的疑問，畢竟這種國際關係可以說翻臉就翻臉，前一天還收了好處，隔天可能就會假裝不認識了。4106037055",""
576,"liang-han-hui-tan-jiang-wei-dong-ya-qing-shi-dai-lai-he-ping?partial=30613&level=0","以目前的局勢來說兩韓打起來機率會比兩岸打起來機率高，因為北韓預算大部分都著重軍事方面，顯然不放棄南韓這塊土地。然而中國雖不放棄武力犯台，但攻打台灣還是有諸多考量，因此大部分以不讓台灣參與國際組織或是文攻為主，比起一直試射飛彈的北韓來說，我認為威脅目前是較小的。因此兩韓的會談我覺得對於東亞的和平會起相當的作用，因為他們是東亞區域的熱點，也就是最有可能發生衝突的地方，且若是戰爭並不是兩國之爭，而可能是第三次世界大戰了。所以若北韓考慮與南韓和平相處，那麼對於整個東北亞的和平的其實是有相當程度的改善。4104013031",""
577,"liang-han-hui-tan-jiang-wei-dong-ya-qing-shi-dai-lai-he-ping?partial=30868&level=0","再兩韓會談之後，其中還會有許多的需要交涉的空間，這時候會不會出變數也是有可能的，若是以經濟來講的話，原本北韓資源很大一部分是來自中國，現在兩韓要互相合作，既得利益會不會受到威脅，且要確保北韓會不會繼續保持友好關係也是中國需要頭痛的問題，在這樣的情況下中國雖然小動作不斷，但等到處理台灣問題也是需要等一段時間。 4106033116",""
578,"mei-guo-ying-chu-bing-gong-da-yi-la-ke?partial=33629&level=0","二：大規模殺傷性武器即然找不到薩達姆與基地組織的聯繫，美國人又找了另一個藉口。2003年2月5日在聯合國安理會上美國國防部長鮑威爾說美國人掌握了各種情報證明伊拉克擁有大規模殺傷性武器，提供情報的是伊拉克的化學工程師，但事後人們才知道這個工程師美國人壓根就沒有見過，所提供的情報也是經過德國的情報站轉達到美國的。鮑威爾的這套說辭令法國第一個站出來表示了否決，隨後也並沒有得到聯合國的通過。但美國此時已經下定了決心要對伊拉克動兵。",""
579,"nu-xing-bi-nan-xing-you-yue?partial=29036&level=0","6a18男性意气用事，容易因為一些小事做出不理智的事，卻從不反思。",""
580,"nu-xing-bi-nan-xing-you-yue?partial=29046&level=0","不同意👎！",""
581,"nu-xing-bi-nan-xing-you-yue?partial=29054&level=0","女性壽命較長，都不代表女性較優越",""
582,"nu-xing-bi-nan-xing-you-yue?partial=29055&level=0","因為你是女性（劉凱喬），你比fat chan 差小小",""
583,"nu-xing-bi-nan-xing-you-yue?partial=29057&level=0","What do you say about",""
584,"nu-xing-bi-nan-xing-you-yue?partial=29058&level=0","廢話 當然不是",""
585,"nu-xing-bi-nan-xing-you-yue?partial=29059&level=0","沒有卵子只有精子也沒用",""
586,"nu-xing-bi-nan-xing-you-yue?partial=29060&level=0","但沒有卵子，只有精子也不能生育， BB不是㢌出來的",""
587,"nu-xing-bi-nan-xing-you-yue?partial=29061&level=0","男生不能把寶寶生出來，難道你能？",""
588,"nu-xing-bi-nan-xing-you-yue?partial=29071&level=0","但是女性是懷胎10月生下寶寶的比男性辛苦",""
589,"quan-qiu-nuan-hua-shi-ge-pian-ju-jiao-xue-yong?partial=32856&level=0","二氧化碳是溫室氣體，而且隨著石化工業近年的溫度逐漸上升",""
590,"quan-qiu-nuan-hua-shi-ge-pian-ju-jiao-xue-yong?partial=32857&level=0","氣候變遷本來就是地球正常的現象，過往中世紀也有高溫的現象。",""
591,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32103&level=0","4107066043 材料一 廖致賢但我相信日本政府也不會貿然行事，將具有高輻射污染的食品開放，在我國政府的部份，想當然爾也不會隨意開放進口輻射污染食品，因此，在檢測都通過的情況下，我相信對於進口福島食品的疑慮是可以降低的。",""
592,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32110&level=0","無論有沒有禁止入口日本食品，若有疑慮消費者本身就會停止購買，其實不太需要嚴格禁止，若嚴格禁止將會產生更多潛在無法解決的問題，例如我們的外交行為可能藉由此事被日本打壓，又或者是中國借此拉攏日本一起邊緣台灣這都是有可能的。4107032029",""
593,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32121&level=0","3107049007我覺得日本這個國家是一個很嚴格的地方，有受到污染的食品一定會被檢驗出來，所以基本上是安全的，有沒有進到其他地區其實沒有太大的影響，是可以安心使用的，通常只是被心理影響而已。",""
594,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32123&level=0","關於大眾的疑慮這點，誠如你所說的，儘管找了專家背書，民眾仍然無法接受。不過，我想請問，有什麼是真正能讓民眾心安的呢？這個世上沒有一個生產者能夠保證生產的食物是絕對安全的，儘管是無受到核災汙染的地區，大氣中本來存在一定劑量的輻射，而這些劑量的輻射是人體能夠承受的；我有在日本交流協會中看過福島縣提供的應映核災的處理方式，及他們的監控資料，就目前的數據來看，福島的土地，大氣，水源已經和一般正常地區無二樣，而福島食品在出口之前會經過嚴格的檢查，其規格是全世界最嚴謹的。然而民眾們仍然是一竿子打翻一條船。4104043051",""
595,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32125&level=0","請問什麼是正確觀念呢？老師說的？看到天皇吃的？你有去了解核食的安全性嗎？你知道日本政府為核食付出多少心力嗎？還是你只是相信權威呢？亦或是擔心日本提起訴訟害怕被關稅懲罰呢？",""
596,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32128&level=0","沒錯，同意上述同學的說法，基改食品是不能拿來和核食相提並論的。但我認為如在包裝上標明來自的產地，而非直接寫著「可能有輻射污染」，也在架位旁貼著數據報告，我想要不要選購就是消費者的自發行為了。4015012059",""
597,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32135&level=0","政府並非完全沒有檢驗核食的完整配套，也並不是屈就於經濟發展而不顧人民健康。台灣在對於輻射的檢測是有嚴格標準的，況且現在也有非常多國家早就開放日本核食進口，各國也都是檢驗合格才會上市，至今也沒有傳出任何因核食造成的食安事件，況且日本當地居民有比我們更大的機率接觸到核食，那些食物也是通過日本政府檢測合格。因此我認為台灣人民不需要把核食想得太可怕，大多數的恐慌都是媒體渲染的結果，台灣人民應該更理想去思考核食問題，而不是盲目抵制。4104043047",""
598,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32143&level=0","即使官方能拿出檢測報告證明福島的核食不會對人體造成影響，但是要注意的是，所謂的不會造成影響有機會是說內含的污染量尚未達到會對人體造成不良反應，但是若是長期進食這種核食的話長遠未必會是一種安全的食品，可能他會對人們的下一代或是幾代之後造成潛移默化的不良反應，包括可能突然就出現家族的遺傳病等等，就像是雖然科學不能證明基因改造食品會對人體造成印象，但是很多的人們依然不願意購買基因改造食品一樣 4105064016",""
599,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32145&level=0","可是車爾諾貝爾當時核災處理方式未必就有今天的日本福島核災這麼先進啊，畢竟有著歷史的前車之鑒，其實我們可以想象每個核對電廠都應該會有預防洩露的手段，處理手段的先進程度直接印象事故後遺症處理時間不是嗎",""
600,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32162&level=0","的確如果直接讓消費者自行選擇是否購買，最後的結果可能是傷害到一些資訊相對較缺乏的消費者，就像上述所說的產品標示不清或是刻意隱瞞等等，但造成傷害的前提必須是這些進口的食品是真的有受到輻射污染的食品，若這些食品經過檢測後證實沒有任何危險那就沒有傷害一說，而且我認為日本也不會強行出口證實遭到輻射汙染的食品到其他國家，他們應該是有一定的把握證實這些核食沒有危險才會出口，況且既然我們加入了WTO這個組織，就必須遵守一些相關規範，有些事情也不是我們能夠完全主導和掌控的，往往會因為協調甚至是強制作出適當的妥協，而這也國際間交流所必須的，也是我們不可避免的。(4105021024)",""
601,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32164&level=0","💮",""
602,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32181&level=0","大部分的國民的確只會看到公投的內容是什麼就選擇同意或反對，在公投報上也只看得到提出這項公投的人的想法是什麼。如果反對方的聲音不夠大聲、公投內容不夠透明（要怎麼實施公投內容等）諸如這次反核食所造成的後果也只會再次發生。其實，如果不是上課的時候，聽到老師說有這些後果，我也真的不會知道有那麼大的影響。4105036025",""
603,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32185&level=0","4104054018關於公投案本身的論述我是覺得非常不精確的，民眾在決定公投選票要投正方還反方時，大多只從標題得知的訊息來思考，「核」這個字人人避之，尤其還是出現在日常吃的東西上面，公投出現壓倒性不支持進口是可見的。政府如果想進口福島附近的食品，更應該多加宣傳，例如嚴格把關進口食品輻射零檢出，不然再經過多少時間我相信公投結果還是不會變的。",""
604,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32234&level=0","雖然核災食品對人體的影響是無法確定的，但以進不進口來看，只要檢驗符合標準，我們是可以開放進口的，而且我們的政府也可以對進口食品做檢測，可以減少不符合檢驗的食品，並標示合格產地來源，由消費者定奪，最後市場的自由機制才是決定這些食品去留的關鍵。4107032018",""
605,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32235&level=0","對於福島核食的現實狀況,台灣的媒體幾乎都是報導負面的新聞,實際上在日本方確實有在這方面附上有利的科學證據,我認為在有詳細的科學證據的情形下反而可以證明食品這方面的安全。實際上也並非是外國人要吃,而是因為本來就有再進口的商品牽扯到311地震造成這些風波,日本國內其實也有再販售,已經6年也沒傳出重大災害4104029032 資管四",""
606,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32247&level=0","就算真的提出了相關依據，甚至提供許多國家的檢驗報告，核食的安全性還是會有人去質疑，並且不在少數，因為大不分的公民都不太會去接受與自身既有價值觀相反的事情，所以我認為開放核食——在驗證後確認無礙，是可行的，但是核食本身的銷售以及風評，還要再另外去思考如何解決。(4104064014",""
607,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32325&level=0","資訊取得相對容易的地區和民眾能夠理解並持續關注相對應的核食管控標準、「鄰近地區」又是哪些地區，然而普遍的國民在如今的經濟環境下確實很難兼顧現實狀況與持續追蹤食用後的狀況；援引前位同學的論述，在美國真正過胖的民眾，其實大多屬於經濟不寬裕的階層，因為他們的薪資只夠負擔速食的費用。若是面對市場機制下的削價競爭，這些已經處於弱勢的人民很有可能就會接受對他們的身體造成未知影響的食物。取得貿易的自由公平也需兼顧社會的公平正義，這才是我認為這位同學言之有理的地方。4107011022",""
608,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32338&level=0","但是在開放進口的同時，我認為國內政府也可以自行創立一個檢驗的機制，一方面可以增加民眾對核食的信賴，另一方面也可以確保無漏網之魚，影響了人民的健康。在檢驗完畢後，也可以在商品上標註一下是核食的部分，讓民眾在挑選的同時能有自己的選擇權，畢竟也不是所有人都能接受核食，接下來政府需要做的，就是用心推廣核食，想辦法讓民眾增加對核食的信心。 4106064026",""
609,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32343&level=0","我們現在吃的所有食物其實都含有輻射的背景質，只要不超過標準其實對人體都不會產生影響的，而福島地區的農產品也是通過檢驗標準的，日本自己也是有販售的，我們不過是因為發生過重大的災害所以印象很深刻，這7年的時間已漸漸將輻射的印象減弱至對人體無危害的地步所以我認為福島的農產品是可以使用的。4106037003",""
610,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32344&level=0","若開放進口後，廠商或店家未標示使用，顯然是廠商的疏失，國內能追查廠商，給予懲處；但是不開放進口，在本質是就抹殺了人民選擇的權利，並且也會造成國際上的糾紛，目前完全禁止進口國家僅剩台灣跟中國，韓國不完全開放都即將在WTO被制裁的情況下，台灣的情況勢必更加嚴重。先進國家可以有比禁止更好的處理方式，禁止只是治標不治本，國家能好好的管理，付上相關資料以及有效宣導，才不會引發更多的爭議。公投後這樣的處境反而使台灣跟日本的未來關係產生了很大的不確定，且結果可能還是得開放，實在是相當尷尬。4106013049",""
611,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32346&level=0","4104043063對我來說，「有害的食品」並非吃了一定會生病，而是攝取這樣的食品可能造成代謝上的負擔，「提高」生病的機率。人體是一個複雜的大型工廠，決定是否健康的因素有很多種，生病與否因人而異。現今的社會，要完全杜絕任何可能危害健康的食品，我認為非常困難！這不僅是生產端的問題，在核食議題上更摻雜政治問題，尤其是在國際法優於國內法的情況下，不進口核食相當於違反自由貿易，後續的懲處我不認為台灣有能力扛下。若開放進口核食，那麼明確標示產地一定是必要的，消費者自行決定是否購買。我不敢保證市場上完全沒有黑心商人，但除了要求政府嚴格把關，消費者也應有良好的消費習慣，負起身為消費者的責任才對。",""
612,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32350&level=0","如果只說日本核災的食物不能吃我認為是對日本不太公平的，世界畢竟還有很多地方也都有類似或是更嚴重的污染，但是我們也從不知道我們吃下的食物到底有沒有安全問題啊，所以我認為只要做好測試，確認食物本身沒問題後便可進口。然後上面這位同學說得對，目前最大的狀況是資訊不對等，因此我們很難確定食物是否安全無虞。4106013058 歷史二 蔣宗翰",""
613,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32353&level=0","太多人的不相信而導致今天的結果是禁止進口，從科學的角度來看，檢驗無虞就應該是要開放，更何況目前世界的接納程度是很高的，如果說要去懷疑檢驗標準的嚴謹程度，那食物、日常用品等等經過檢驗標準的東西都還是不要使用好了。再來民眾的資料蒐集能力也是需要改善，尤其是在資訊爆炸的時代，資訊的流通很多元，有些只是片面資訊，查證、整合都是需要加強的，一昧相信台灣媒體所報導的事情是很糟糕的。4104033130",""
