,class,n1,n2
16840,-1,31076,30278
16841,1,2736,749
16842,1,18609,17408
16843,-1,31778,31547
16844,1,20861,22626
16845,1,27942,25955
16846,-1,1176,160
16847,1,6100,4958
16848,-1,33591,33257
16849,1,33850,33471
16850,1,1716,174
16851,-1,4672,685
16852,1,7212,3527
16853,-1,23212,22514
16854,-1,24759,24451
16855,1,104,24
16856,-1,90,9
16857,1,24279,22311
16858,1,31186,30473
16859,1,33335,33294
16860,1,14365,10837
16861,1,17376,17091
16862,-1,12281,5027
16863,1,30688,30221
16864,-1,26579,25262
16865,1,18314,17292
16866,-1,22396,20111
16867,-1,16673,16577
16868,1,16758,15464
16869,-1,11847,7914
16870,1,26006,25647
16871,-1,27122,25690
16872,1,32724,32444
16873,-1,1755,268
16874,-1,31165,30457
16875,-1,28088,26293
16876,1,6201,3518
16877,1,7985,2401
16878,-1,32885,32590
16879,1,20417,18751
16880,1,4812,1132
16881,1,5537,1451
16882,1,2221,282
16883,1,2763,1305
16884,1,20282,19132
16885,-1,8231,3006
16886,-1,15036,9577
16887,1,13931,9737
16888,-1,31954,31328
16889,1,29480,28908
16890,-1,25251,22938
16891,1,19780,18978
16892,1,31830,31204
16893,-1,18158,16237
16894,1,29036,28204
16895,-1,7188,5464
16896,1,22144,20476
16897,-1,33089,32864
16898,1,4109,1156
16899,-1,29501,28450
16900,-1,15934,14613
16901,-1,29226,28057
16902,-1,5619,1936
16903,-1,28270,26421
16904,1,22922,20606
16905,-1,32639,32355
16906,1,28915,28195
16907,1,24862,25148
16908,-1,8465,2413
16909,-1,16738,16483
16910,-1,29560,28840
16911,1,4339,1514
16912,-1,30602,30119
16913,1,9751,6757
16914,-1,33269,32862
16915,-1,24220,22111
16916,1,20068,20263
16917,1,6764,2417
16918,-1,29279,27857
16919,1,29474,28841
16920,1,23184,22143
16921,1,23539,21956
16922,1,19361,18011
16923,1,28250,28475
16924,1,26169,25343
16925,-1,31458,30265
16926,1,2711,1559
16927,1,5069,1174
16928,-1,12118,3057
16929,-1,2688,514
16930,-1,30544,30167
16931,-1,27144,26299
16932,-1,11863,6918
16933,-1,1763,151
16934,-1,28391,26093
16935,1,29773,28456
16936,1,16308,12806
16937,1,32544,32366
16938,1,23362,22838
16939,-1,31780,31487
16940,1,8293,3626
16941,1,19877,18974
16942,-1,22905,20310
16943,1,30978,29581
16944,-1,26249,24627
16945,1,17504,16697
16946,1,24139,22488
16947,1,3523,1135
16948,-1,27864,26812
16949,1,6201,503
16950,1,29348,28139
16951,-1,8723,4575
16952,1,8829,3523
16953,-1,17755,17189
16954,-1,31512,30528
16955,-1,26981,24603
16956,-1,25859,24177
16957,1,31189,30809
16958,1,3665,1278
16959,-1,7460,3799
16960,1,30580,30221
16961,-1,8457,6191
16962,-1,24752,24294
16963,-1,8949,6019
16964,1,29233,27957
16965,1,28100,26096
16966,-1,2575,1531
16967,1,26342,24817
16968,1,31809,31170
16969,1,29475,28450
16970,-1,5795,1729
16971,1,17301,17250
16972,1,30494,29478
16973,-1,30416,30187
16974,-1,26987,24719
16975,1,33233,32573
16976,1,24729,23277
16977,-1,8420,3404
16978,-1,1002,159
16979,-1,28377,27038
16980,-1,30102,28672
16981,-1,9938,7715
16982,-1,26489,26304
16983,-1,10845,4556
16984,-1,10109,6765
16985,-1,27444,26187
16986,-1,10725,5818
16987,-1,31767,31423
16988,-1,27873,29216
16989,1,11469,7119
16990,1,11117,7732
16991,1,2982,1897
16992,1,25143,23601
16993,1,28530,27416
16994,-1,33263,32572
16995,1,3657,4522
16996,-1,21963,21186
16997,1,19102,17585
16998,-1,16480,13174
16999,-1,33403,33257
17000,1,18103,15456
17001,1,22492,20170
17002,-1,31482,30771
17003,-1,27206,26489
17004,1,29080,27174
17005,1,18689,17514
17006,1,718,163
17007,1,18977,17889
17008,-1,14357,10854
17009,1,8367,5228
17010,-1,29280,27857
17011,-1,24865,23194
17012,1,19071,17737
17013,-1,31856,31345
17014,-1,2232,131
17015,1,28397,26469
17016,-1,32121,31361
17017,1,19875,18506
17018,1,21105,19249
17019,-1,29779,29317
17020,1,30060,28963
17021,-1,32366,32158
17022,1,18627,21785
17023,-1,23036,21613
17024,-1,26422,25123
17025,1,31771,31347
17026,-1,12399,3504
17027,-1,31134,30404
17028,1,17310,16636
17029,-1,32444,32485
17030,-1,12281,11016
17031,1,3947,831
17032,1,30343,29967
17033,1,15959,13541
17034,-1,9636,7615
17035,1,17597,16638
17036,1,1867,281
17037,1,28660,28287
17038,1,3960,1799
17039,-1,23518,22324
17040,-1,8603,11732
17041,-1,31171,30768
17042,-1,33004,32761
17043,-1,30781,30768
17044,1,15256,15000
17045,-1,32962,32789
17046,1,25081,23051
17047,-1,8389,3537
17048,-1,11068,4929
17049,-1,14336,12273
17050,-1,12348,4981
17051,-1,23713,22626
17052,-1,32770,32414
17053,1,22243,20897
17054,1,21310,20587
17055,1,33495,33087
17056,1,14485,11142
17057,-1,6493,3958
17058,1,2966,401
17059,1,29132,27742
17060,-1,25055,24178
17061,-1,27056,25321
17062,1,10475,15047
17063,1,2361,1599
17064,-1,31710,30577
17065,-1,23352,22115
17066,1,17667,16903
17067,1,31221,30448
17068,-1,34140,33421
17069,-1,11856,3409
17070,1,24000,21589
17071,1,21363,19585
17072,-1,28340,26036
17073,-1,27729,26920
17074,-1,30965,29974
17075,-1,23749,22455
17076,1,29991,29057
17077,1,25404,24133
17078,-1,27959,27094
17079,1,31331,30961
17080,1,15208,14655
17081,1,6507,2448
17082,-1,25011,24202
17083,1,25009,23458
17084,-1,5255,1267
17085,-1,26343,25471
17086,1,18346,19515
17087,1,5199,2143
17088,1,20100,18531
17089,1,30551,30081
17090,1,33546,32943
17091,1,27718,26475
17092,-1,11442,7920
17093,-1,2843,374
17094,1,27448,26991
17095,-1,32007,31662
17096,-1,29511,28531
17097,-1,32618,32398
17098,-1,7565,4647
17099,-1,8431,5834
17100,-1,17844,16790
17101,-1,23095,22921
17102,-1,25036,23359
17103,1,24137,21440
17104,1,23627,21604
17105,-1,23345,22247
17106,-1,14289,12594
17107,1,18513,17412
17108,-1,29214,27396
17109,-1,33063,32729
17110,1,21119,19104
17111,-1,11761,3476
17112,1,17514,16639
17113,-1,29426,27571
17114,1,1401,104
17115,1,27567,26362
17116,-1,14588,11289
17117,-1,31361,30460
17118,-1,10860,4013
17119,1,33533,32904
17120,1,9783,7661
17121,-1,1288,92
17122,1,26971,25591
17123,-1,24462,21829
17124,1,33392,33310
17125,-1,9955,6825
17126,1,24724,24118
17127,1,33805,32883
17128,-1,22264,20479
17129,1,17990,15456
17130,-1,22465,20893
17131,1,28346,26625
17132,-1,3977,1478
17133,-1,7526,4920
17134,-1,4145,2183
17135,1,6362,2155
17136,-1,33552,32883
17137,1,21762,20468
17138,1,15319,13286
17139,1,22774,19742
17140,-1,18432,18093
17141,1,30944,29645
17142,1,7651,2365
17143,1,31644,30957
17144,1,13236,9599
17145,-1,2225,262
17146,1,32341,31731
17147,-1,24428,21871
17148,1,33121,32688
17149,-1,28666,27463
17150,-1,15104,9298
17151,-1,11212,4097
17152,-1,7833,5071
17153,1,30194,29398
17154,1,18616,17449
17155,1,5248,1714
17156,-1,31152,30823
17157,-1,4209,2242
17158,1,18544,17783
17159,-1,32458,32131
17160,-1,6467,4274
17161,-1,15972,14680
17162,-1,7677,2482
17163,1,7377,5269
17164,1,28053,26451
17165,1,18630,17509
17166,-1,29261,28043
17167,-1,4945,2025
17168,-1,32854,32473
17169,1,9372,6987
17170,-1,23645,21533
17171,1,32784,32415
17172,1,26518,25066
17173,1,29221,27298
17174,-1,27082,25590
17175,-1,30566,29488
17176,1,10349,8485
17177,-1,17651,16749
17178,1,34181,33853
17179,1,33733,33209
17180,-1,27750,26347
17181,-1,13422,10920
17182,1,5383,940
17183,1,5191,1924
17184,1,23658,22455
17185,1,27460,26166
17186,1,29127,27183
17187,-1,22356,21108
17188,-1,33230,32572
17189,1,25241,24205
17190,-1,32375,32203
17191,-1,17407,17012
17192,1,6800,4298
17193,-1,2835,1521
17194,-1,25562,23342
17195,1,29307,27174
17196,1,33904,33528
17197,-1,23754,22298
17198,1,25901,24295
17199,-1,31384,30946
17200,1,4283,959
17201,1,28225,26648
17202,1,7687,2819
17203,-1,26534,24755
17204,-1,8697,2563
17205,-1,28001,25988
17206,1,23170,22130
17207,-1,25856,23845
17208,1,22580,20847
17209,1,25701,27147
17210,1,16291,19325
17211,1,590,280
17212,1,34332,33933
17213,1,32872,32383
17214,-1,24525,23150
17215,-1,22749,20428
17216,1,33419,32897
17217,1,2772,563
17218,-1,32303,31994
17219,1,25536,24480
17220,-1,30643,29840
17221,1,15476,12772
17222,-1,28717,28376
17223,1,27294,26067
17224,1,17861,17116
17225,-1,26528,25617
17226,1,26189,26190
17227,1,15958,13541
17228,1,9468,6611
17229,1,32221,32075
17230,-1,25645,23791
17231,1,21999,20975
17232,-1,24558,23783
17233,1,10344,7661
17234,-1,12702,12272
17235,-1,25741,23218
17236,-1,25417,23423
17237,1,13556,12640
17238,1,8015,5510
17239,1,134,6
17240,1,10235,7693
17241,1,20031,19305
17242,-1,5913,1952
17243,-1,31557,30984
17244,1,33321,33248
17245,1,23401,21836
17246,1,7553,6211
17247,-1,21985,21088
17248,1,29077,27595
17249,-1,7138,4168
17250,1,4426,401
17251,-1,15517,13959
17252,1,32428,32175
17253,-1,1184,97
17254,1,30595,29542
17255,-1,31398,30267
17256,1,30948,30185
17257,-1,32968,32522
17258,1,15442,13430
17259,1,30415,29637
17260,-1,30559,29811
17261,-1,19259,17825
17262,1,34198,34100
17263,1,27373,26103
17264,1,3148,1758
17265,-1,30433,29477
17266,-1,33675,33124
17267,1,28745,27814
17268,-1,30638,29639
17269,1,14664,10853
17270,1,10951,3029
17271,1,23286,21470
17272,-1,7891,3937
17273,-1,26589,25068
17274,-1,22297,20166
17275,-1,28231,26230
17276,-1,27229,26834
17277,-1,31137,30395
17278,1,6078,2106
17279,1,30485,29488
17280,1,25419,23362
17281,1,34026,33469
17282,-1,5623,1037
17283,1,34136,33707
17284,-1,26282,24911
17285,1,25665,23920
17286,1,30936,29998
17287,-1,23271,21997
17288,1,1225,245
17289,1,16950,16434
17290,-1,30233,28702
17291,1,14962,11310
17292,1,28014,26087
17293,1,1229,156
17294,1,364,200
17295,1,24767,23681
17296,1,30352,29888
17297,-1,30481,29477
17298,-1,31453,30572
17299,-1,27347,27135
17300,1,21400,22202
17301,-1,27946,26507
17302,-1,12384,4961
17303,1,7895,5712
17304,-1,26620,25379
17305,-1,22780,20235
17306,-1,25559,24317
17307,1,6554,3389
17308,1,28363,26882
17309,-1,1104,11558
17310,-1,7219,4518
17311,1,4654,1437
17312,-1,9460,8653
17313,-1,31452,31584
17314,-1,7302,3676
17315,-1,29768,29271
17316,1,5477,1607
17317,-1,33583,33135
17318,-1,4138,1227
17319,-1,26892,25020
17320,-1,25666,23920
17321,-1,30665,30188
17322,-1,3828,1791
17323,-1,25851,23399
17324,1,25875,23314
17325,1,4409,1093
17326,-1,544,175
17327,1,1590,30
17328,-1,25304,24149
17329,-1,33828,33525
17330,1,15163,12810
17331,-1,12926,9742
17332,-1,32406,32131
17333,-1,27916,26662
17334,1,33068,32724
17335,-1,31037,30595
17336,1,2999,15741
17337,1,47,1607
17338,-1,33416,33320
17339,-1,10607,5849
17340,-1,25812,23742
17341,-1,25543,24002
17342,1,15131,14043
17343,1,34230,33928
17344,-1,22259,21115
17345,-1,24998,23333
17346,1,26631,29104
17347,1,23938,22128
17348,-1,25570,23962
17349,1,18312,17630
17350,-1,8213,5765
17351,-1,29516,28698
17352,1,3144,1451
17353,1,21287,18544
17354,-1,13371,10789
17355,-1,12421,2989
17356,1,33630,33173
17357,1,29437,28235
17358,1,27318,26475
17359,1,10036,8452
17360,-1,34115,33464
17361,1,24186,24205
17362,-1,23989,21949
17363,-1,26754,25439
17364,1,29830,28916
17365,-1,6430,1713
17366,1,4647,343
17367,-1,24896,23868
17368,-1,29553,28988
17369,-1,16990,16607
17370,-1,13846,10164
17371,1,28983,27197
17372,-1,14602,12125
17373,-1,33994,33579
17374,1,10774,6401
17375,-1,30932,30007
17376,-1,1922,80
17377,1,32364,32174
17378,-1,27850,27131
17379,-1,12276,4929
17380,-1,30048,28550
17381,1,12084,6020
17382,1,18661,21161
17383,1,9201,8470
17384,-1,26423,25069
17385,1,209,21
17386,1,19136,18011
17387,1,9647,7915
17388,-1,28547,27595
17389,1,30955,30192
17390,-1,31018,30462
17391,1,23941,22624
17392,1,12685,12453
17393,-1,4607,2176
17394,1,33373,33235
17395,1,25861,23215
17396,1,16332,12799
17397,-1,32942,32741
17398,1,30992,29526
17399,1,24453,21433
17400,1,1915,269
17401,-1,9820,8768
17402,-1,6575,4575
17403,-1,33490,33927
17404,1,32001,31511
17405,-1,26861,24516
17406,-1,26761,25525
17407,-1,1723,302
17408,-1,15172,12716
17409,-1,27549,27145
17410,1,25968,25664
17411,-1,27687,26999
17412,-1,32873,32497
17413,-1,29567,28697
17414,-1,33070,32703
17415,-1,23257,21862
17416,1,33813,33402
17417,-1,14500,11369
17418,1,21953,20146
17419,-1,22627,20245
17420,-1,33494,33037
17421,-1,24054,22736
17422,1,23936,22691
17423,1,32475,32485
17424,-1,13407,12381
17425,-1,1581,202
17426,1,9177,7157
17427,1,23761,22883
17428,-1,27292,26067
17429,1,32933,33296
17430,-1,16781,15372
17431,1,27188,26215
17432,-1,6980,6221
17433,1,5288,545
17434,1,27801,26573
17435,-1,788,95
17436,1,32258,32112
17437,1,29084,27366
17438,-1,7538,4166
17439,1,33208,32687
17440,1,26546,24985
17441,1,7029,4074
17442,-1,12450,4679
17443,1,31249,30809
17444,-1,23256,22110
17445,-1,32680,32382
17446,-1,9294,7077
17447,1,22284,21182
17448,1,2274,2221
17449,-1,15999,14343
17450,1,10664,2966
17451,-1,9246,8603
17452,1,3352,603
17453,1,32005,31235
17454,-1,25778,24191
17455,-1,26258,25880
17456,-1,5779,1016
17457,1,33211,32672
17458,1,27643,26749
17459,-1,28708,27593
17460,-1,11310,7708
17461,1,8295,6803
17462,1,26367,24750
17463,-1,2687,512
17464,1,13229,12412
17465,1,10218,6785
17466,1,26635,25063
17467,-1,32515,32393
17468,1,12599,5420
17469,1,13847,9274
17470,-1,12713,11930
17471,1,23298,22646
17472,1,10164,6785
17473,-1,32633,32410
17474,1,11548,3097
17475,-1,9036,3305
17476,1,18580,17385
17477,1,29602,29041
17478,-1,12033,3712
17479,1,26547,25427
17480,-1,5735,1949
17481,-1,12674,9856
17482,-1,13885,11270
17483,-1,4185,1361
17484,1,5425,2143
17485,-1,27406,26649
17486,-1,24754,23156
17487,1,26302,25337
17488,-1,23632,22510
17489,-1,33874,33704
17490,1,14706,12318
17491,1,6707,3638
17492,1,16356,13151
17493,-1,13704,11859
17494,-1,27218,25945
17495,1,5094,1127
17496,1,18943,17556
17497,1,31975,31059
17498,-1,21332,18915
17499,-1,31550,30838
17500,-1,33996,33457
17501,-1,33154,32718
17502,1,24644,22937
17503,1,22202,20600
17504,1,31787,31296
17505,-1,23368,22882
17506,1,5828,1451
17507,1,10972,2459
17508,1,27578,26732
17509,-1,27519,26653
17510,1,7508,4125
17511,-1,24815,23764
17512,-1,23690,22111
17513,1,12052,7514
17514,-1,26479,25136
17515,1,10695,5686
17516,1,25495,23629
17517,-1,12284,2265
17518,-1,26535,24775
17519,-1,22530,21057
17520,-1,21937,19776
17521,1,8786,4298
17522,-1,15514,12647
17523,1,19090,18139
17524,-1,11772,8990
17525,1,8087,5038
17526,1,6181,1799
17527,-1,32713,32510
17528,1,7414,6228
17529,1,15443,13901
17530,-1,2682,508
17531,-1,25208,24357
17532,1,29997,29242
17533,1,6652,6356
17534,1,24989,23482
17535,-1,27871,26637
17536,1,22689,20929
17537,-1,30427,29645
17538,1,31593,30658
17539,-1,11291,6208
17540,-1,13634,9768
17541,-1,6602,6222
17542,1,14643,11447
17543,-1,34156,33804
17544,1,8172,2530
17545,-1,11289,7116
17546,-1,12309,5084
17547,1,8085,5634
17548,-1,33303,32543
17549,1,9285,8653
17550,-1,8394,4590
17551,-1,29052,28377
17552,1,2270,1691
17553,-1,29871,28943
17554,-1,28877,27808
17555,1,8375,3504
17556,1,11319,6258
17557,1,30195,29399
17558,1,9700,7711
17559,1,9715,6757
17560,-1,26711,24773
17561,-1,28639,28228
17562,1,1191,228
17563,1,4343,1428
17564,1,24202,22925
17565,-1,27030,25714
17566,1,26069,25035
17567,-1,8735,3357
17568,1,26325,25050
17569,1,17625,16729
17570,-1,6778,3220
17571,-1,32566,32375
17572,1,18747,17907
17573,1,32045,31366
17574,-1,32652,32476
17575,1,22049,20462
17576,1,26222,25321
17577,-1,6630,4741
17578,-1,30134,28769
17579,-1,26636,25588
17580,1,2758,1949
17581,-1,11450,5581
17582,1,32136,31723
17583,-1,12023,8907
17584,-1,4100,1853
17585,1,2115,287
17586,1,32591,33333
17587,1,23933,22234
17588,1,4742,2010
17589,-1,25413,23471
17590,-1,25129,23678
17591,1,17661,16691
17592,-1,29934,29029
17593,-1,6494,3806
17594,1,18386,17604
17595,1,9856,8581
17596,1,25602,23084
17597,1,2855,688
17598,1,329,200
17599,-1,4282,1294
17600,-1,23703,22907
17601,-1,29769,28615
17602,-1,25793,23197
17603,-1,14050,12126
17604,1,17509,17247
17605,-1,3669,1646
17606,1,19823,18392
17607,1,27171,27085
17608,1,115,5
17609,-1,27454,26914
17610,-1,27983,26543
17611,-1,24344,21603
17612,1,7404,6085
17613,1,25932,25661
17614,1,23850,21967
17615,1,33342,33101
17616,1,4356,1310
17617,1,10168,7695
17618,-1,4797,5696
17619,1,24032,22438
17620,1,23420,22447
17621,1,9011,3852
17622,-1,32263,31973
17623,-1,5519,860
17624,1,34064,33349
17625,-1,26590,25274
17626,-1,2476,607
17627,-1,21869,20215
17628,1,32009,31484
17629,1,9701,7684
17630,-1,33695,33314
17631,1,11846,7298
17632,-1,8255,2982
17633,1,14427,12325
17634,-1,32146,31745
17635,-1,28307,26605
17636,1,4104,1437
17637,1,31169,30264
17638,1,15768,13723
17639,1,17154,15900
17640,1,20840,23168
17641,1,1794,5090
17642,-1,312,49
17643,-1,33438,33179
17644,-1,23230,22254
17645,1,29646,28450
17646,-1,27257,26569
17647,1,28555,28096
17648,-1,34070,33552
17649,-1,28795,28274
17650,1,26145,24718
17651,1,31567,30740
17652,1,8374,4922
17653,1,2747,616
17654,-1,2290,6358
17655,-1,6345,1128
17656,-1,32906,32535
17657,1,26119,25014
17658,-1,5140,1890
17659,-1,30085,28776
17660,-1,29292,27623
17661,-1,4068,1976
17662,-1,22452,20038
17663,1,19038,17604
17664,-1,30503,30239
17665,-1,28971,27452
17666,-1,24776,23914
17667,-1,28065,26126
17668,-1,10810,3752
17669,-1,16582,12918
17670,1,1588,64
17671,1,12677,9516
17672,-1,32551,32423
17673,1,31874,31434
17674,1,14957,12278
17675,1,5179,1675
17676,-1,27851,26573
17677,1,31798,31644
17678,-1,10414,7244
17679,-1,23034,22733
17680,-1,13561,10664
17681,1,25615,23678
17682,-1,26834,25547
17683,1,11207,6404
17684,1,22653,19742
17685,1,14795,10170
17686,-1,9159,8485
17687,1,7334,2831
17688,1,31359,30471
17689,1,26770,25066
17690,-1,9406,7384
17691,-1,5476,1828
17692,1,12226,4254
17693,1,12298,6413
17694,-1,2815,784
17695,1,31425,30716
17696,1,19903,19022
17697,1,24387,22897
17698,-1,8779,2311
17699,1,17308,16740
17700,-1,3081,1810
17701,1,26771,25895
17702,1,20820,18910
17703,-1,2416,1729
17704,1,5852,1884
17705,1,29809,29349
17706,1,23129,22122
17707,1,32558,32358
17708,-1,29847,29065
17709,1,29662,28444
17710,-1,15639,14304
17711,1,32901,32698
17712,-1,11326,3523
17713,-1,25503,23500
17714,-1,32141,31866
17715,1,2765,1305
17716,-1,28300,26115
17717,-1,12510,4713
17718,1,7518,3359
17719,-1,14230,9989
17720,1,9515,9068
17721,-1,11602,6770
17722,1,31322,30698
17723,1,3282,1576
17724,-1,27143,24540
17725,-1,14585,10849
17726,-1,29618,28709
17727,1,29319,28128
17728,1,31460,31402
17729,-1,28595,28400
17730,-1,2691,513
17731,1,25850,22950
17732,1,11159,7254
17733,-1,8269,5862
17734,1,3498,642
17735,1,26608,25665
17736,1,34171,34008
17737,-1,33135,32563
17738,-1,11950,6776
17739,1,5090,5974
17740,-1,7521,5987
17741,1,30951,30188
17742,-1,13669,9502
17743,-1,31694,30806
17744,1,21235,18873
17745,1,32764,32428
17746,-1,24290,21866
17747,-1,3063,956
17748,-1,27146,25094
17749,-1,26545,25850
17750,1,14226,11360
17751,-1,31063,30246
17752,-1,25091,24074
17753,-1,5006,1723
17754,-1,13255,10567
17755,1,5071,6246
17756,1,23112,22208
17757,1,27248,29129
17758,-1,2468,1127
17759,-1,33110,32849
17760,-1,9274,6779
17761,-1,30986,30188
17762,-1,33740,33100
17763,1,27581,26469
17764,-1,28067,26820
17765,1,548,141
17766,1,25054,23093
17767,1,10370,7242
17768,1,30680,29835
17769,1,7972,6199
17770,1,9366,8485
17771,-1,21499,20989
17772,-1,11845,3353
17773,-1,8456,4381
17774,-1,6646,4144
17775,-1,15703,15018
17776,1,30850,29678
17777,-1,24083,22835
17778,1,10360,7730
17779,1,27212,26626
17780,1,614,80
17781,-1,34238,34111
17782,1,28664,28138
17783,1,7375,3089
17784,-1,5229,401
17785,-1,13748,12229
17786,1,9889,7559
17787,-1,22475,20893
17788,-1,16122,14369
17789,1,33460,32996
17790,1,29721,28697
17791,1,32766,32446
17792,-1,11949,4928
17793,-1,19042,17937
17794,1,7983,5217
17795,-1,28316,26054
17796,-1,7946,9150
17797,-1,19374,17543
17798,-1,27192,25941
17799,-1,9490,6729
17800,-1,15057,11860
17801,1,17338,16628
17802,1,444,269
17803,-1,31611,30615
17804,1,22092,20285
17805,1,19642,17308
17806,-1,25132,23543
17807,1,30227,29093
17808,1,14630,10872
17809,-1,2549,1714
17810,-1,30854,29495
17811,1,15647,14816
17812,-1,28461,27591
17813,1,4806,1821
17814,1,22640,24682
17815,1,32765,32458
17816,1,15600,12716
17817,1,14086,10187
17818,-1,16243,12799
17819,1,8637,4488
17820,-1,26301,25035
17821,-1,12971,9182
17822,-1,2773,2018
17823,-1,30782,30003
17824,1,7294,3026
17825,1,11097,5252
17826,-1,27363,26452
17827,1,28844,27665
17828,-1,27141,24938
17829,1,7650,3586
17830,1,9158,7234
17831,-1,27107,24876
17832,-1,1469,10574
17833,-1,24532,23830
17834,1,21850,19894
17835,1,32904,32552
17836,-1,24023,21467
17837,1,25203,23984
17838,1,27785,26649
17839,-1,609,47
17840,-1,34287,34225
17841,-1,13844,12402
17842,-1,3757,1049
17843,-1,28238,26550
17844,1,29528,28678
17845,-1,10116,7462
17846,1,28452,27179
17847,-1,33741,32949
17848,-1,16909,16405
17849,1,2153,6200
17850,-1,34122,33503
17851,-1,26383,28657
17852,1,3000,314
17853,-1,18242,15973
17854,1,6374,1147
17855,-1,30169,29075
17856,-1,28992,32580
17857,-1,12563,4679
17858,-1,33125,32802
17859,-1,7676,5085
17860,-1,7403,3159
17861,-1,2738,1034
17862,-1,22528,21173
17863,-1,32284,31883
17864,1,17708,16639
17865,-1,33021,32698
17866,-1,33034,32793
17867,-1,27039,25833
17868,-1,32446,32175
17869,1,2743,1053
17870,-1,12306,6571
17871,-1,6619,4643
17872,1,33755,33229
17873,1,9292,8943
17874,-1,4758,2190
17875,1,14337,11377
17876,-1,2932,331
17877,1,26359,25421
17878,1,33079,32775
17879,1,29073,27503
17880,1,27935,26107
17881,1,30796,30000
17882,1,12300,5471
17883,1,12444,6329
17884,-1,8048,2484
17885,-1,5347,1882
17886,1,31263,30327
17887,1,707,32
17888,-1,27748,26801
17889,1,27796,27802
17890,1,22495,20130
17891,-1,26470,24657
17892,-1,26840,25538
17893,-1,32247,31922
17894,1,2317,2148
17895,1,15763,14488
17896,-1,31036,30919
17897,-1,22960,21390
17898,1,29236,27325
17899,1,6574,4428
17900,1,7974,6098
17901,1,32292,31745
17902,-1,26078,25890
17903,-1,24213,22126
17904,1,9435,7948
17905,-1,29330,28038
17906,-1,29686,28778
17907,-1,4254,715
17908,-1,22954,21385
17909,-1,2055,268
17910,-1,28159,26033
17911,-1,31059,30711
17912,1,24010,22925
17913,-1,34306,34112
17914,1,26206,24713
17915,1,6935,4243
17916,1,29378,28244
17917,1,6189,1921
17918,-1,28156,26151
17919,-1,4450,2238
17920,-1,22040,21305
17921,-1,3608,1823
17922,1,18533,17770
17923,1,15987,14652
17924,1,21945,20088
17925,1,29831,29071
17926,1,26490,26977
17927,-1,26092,25563
17928,1,26631,27852
17929,1,14367,9645
17930,-1,32363,32197
17931,1,5940,2153
17932,-1,4437,1128
17933,1,16840,16577
17934,1,23564,21586
17935,1,26926,24837
17936,1,28686,27282
17937,1,20732,19077
17938,-1,14688,12428
17939,1,13525,11254
17940,-1,25380,23938
17941,-1,27134,25187
17942,1,18297,17328
17943,1,20599,19412
17944,1,51,5
17945,1,10031,6800
17946,1,31994,31199
17947,1,32599,32898
17948,-1,26806,24763
17949,-1,27406,26648
17950,1,12468,7175
17951,1,30968,29657
17952,1,18325,17516
17953,1,33661,33130
17954,1,10537,4972
17955,1,18001,16838
17956,1,11492,4769
17957,1,1758,47
17958,-1,13187,9572
17959,-1,28683,28406
17960,1,4875,555
17961,-1,12004,2812
17962,-1,33032,32756
17963,1,13685,11263
17964,1,9983,8318
17965,-1,26868,25337
17966,1,24105,22711
17967,-1,26823,26547
17968,-1,14926,10811
17969,-1,6098,353
17970,-1,4349,1132
17971,1,32597,32500
17972,-1,10704,2265
17973,1,28446,28077
17974,-1,7992,2966
17975,-1,33530,32890
17976,1,14158,10515
17977,-1,8357,2959
17978,1,31328,30458
17979,-1,24446,22867
17980,-1,27801,27802
17981,1,26399,24641
17982,-1,11071,6199
17983,1,402,141
17984,-1,27249,26686
17985,1,29422,28137
17986,-1,13899,9558
17987,-1,11800,5254
17988,1,2890,1072
17989,-1,28862,27314
17990,1,19506,17502
17991,1,14253,9292
17992,1,23326,21777
17993,-1,25777,23636
17994,-1,27644,27018
17995,1,2719,939
17996,-1,31674,30965
17997,-1,4460,940
17998,-1,5524,449
17999,-1,28826,27850
18000,-1,26719,25427
18001,1,32888,32659
18002,1,30020,28972
18003,-1,30487,30188
18004,1,7334,14620
18005,1,11831,5693
18006,1,28153,26883
18007,-1,33061,32568
18008,1,23123,22486
18009,-1,7136,3089
18010,-1,28721,27284
18011,-1,24850,23561
18012,-1,23005,21944
18013,-1,31613,30601
18014,1,17604,16999
18015,-1,12515,7670
18016,1,27840,26611
18017,-1,33057,32868
18018,-1,30858,29995
18019,1,20896,18446
18020,-1,2853,1311
18021,-1,31563,30460
18022,-1,11955,3488
18023,1,3877,560
18024,1,31415,30959
18025,-1,21602,20334
18026,1,22494,20045
18027,-1,30509,29633
18028,-1,3224,2162
18029,1,20875,19391
18030,-1,29181,28252
18031,1,18543,17789
18032,1,29505,29190
18033,1,20344,18909
18034,1,28869,27792
18035,-1,22386,20160
18036,-1,27427,26186
18037,-1,27281,26906
18038,1,3113,1853
18039,-1,27123,25690
18040,1,26676,25029
18041,-1,11043,4099
18042,1,32752,32476
18043,-1,27555,26770
18044,-1,32237,32068
18045,1,2597,343
18046,1,27359,26115
18047,1,1745,249
18048,-1,29635,29305
18049,1,20908,19641
18050,1,17505,16998
18051,1,26357,25065
18052,1,24737,23584
18053,1,1355,1354
18054,1,23375,21818
18055,-1,23455,21988
18056,-1,31061,30252
18057,-1,25566,23191
18058,1,31903,31285
18059,1,23683,22881
18060,-1,25427,24207
18061,-1,5435,1811
18062,-1,33918,33622
18063,1,5500,1179
18064,-1,34129,33711
