n,url,label
1906,"Le_Front_populaire_a_soutenu_le_renforcement_du_contr%C3%B4le_et_de_la_r%C3%A9pression_contre_les_%C3%A9trangers","Le Front populaire a soutenu le renforcement du contrôle et de la répression contre les étrangers"
1907,"leaf_528","Avec l'automatisation grandissante, les besoins en main d'oeuvre diminuent"
1908,"leaf_529","On doit préserver la diversité des cultures"
1909,"Ce_n%27est_pas_la_connaissance_de_l%27autre_qui_abolira_les_conflits","Ce n'est pas la connaissance de l'autre qui abolira les conflits"
1910,"L%27incitation_au_terrorisme_est_une_notion_floue","L'incitation au terrorisme est une notion floue"
1911,"Il_faut_limiter_la_libert%C3%A9_d%27expression_pour_lutter_contre_le_terrorisme","Pour lutter contre le terrorisme"
1912,"L%27accusation_de_terrorisme_sert_%C3%A0_%C3%A9touffer_la_contestation","L'accusation de terrorisme sert à étouffer la contestation"
1913,"L%27interdiction_des_discours_radicaux_ne_lutte_pas_contre_les_vraies_causes_du_terrorisme","L'interdiction des discours radicaux ne lutte pas contre les vraies causes du terrorisme"
1914,"Le_djihadisme_s%27alimente_des_politiques_agressives_de_l%27Occident","Le djihadisme s'alimente des politiques agressives de l'Occident"
1915,"Limiter_la_libert%C3%A9_d%27expression_n%27est_pas_interdire_la_critique_d%27un_r%C3%A9gime.","Limiter la liberté d'expression n'est pas interdire la critique d'un régime."
1916,"La_libert%C3%A9_d%27expression_permet_de_lutter_contre_les_d%C3%A9rives_de_la_pens%C3%A9e_dominante","La liberté d'expression permet de lutter contre les dérives de la pensée dominante"
1917,"Le_vote_%C3%A9lectronique_est_une_solution_peu_efficace_pour_les_malvoyants","Une solution peu efficace pour les malvoyants"
1918,"De_meilleures_solutions_que_le_vote_%C3%A9lectronique_existent_pour_les_personnes_malades_et_handicap%C3%A9es","D'autres solutions existent pour ces personnes"
1919,"Seuls_les_hommes_ont_les_moyens_de_mettre_fin_%C3%A0_la_domination_masculine","Seuls les hommes ont les moyens de mettre fin à la domination masculine"
1920,"leaf_530","Les hommes peuvent parler et convaincre d'autres hommes de la nécessité du féminisme"
1921,"Les_donn%C3%A9es_des_votes_%C3%A9lectroniques_sont_encrypt%C3%A9es","Les données sont encryptées"
1922,"Des_fuites_de_donn%C3%A9es_sont_possibles_avec_le_vote_%C3%A9lectronique","Des fuites de données sont possibles"
1923,"Aucun_cas_de_pollution_av%C3%A9r%C3%A9.","Aucun cas de pollution avéré."
1924,"Nous_ne_sommes_pas_conscients_de_toutes_les_donn%C3%A9es_que_Facebook_r%C3%A9cup%C3%A8re","Nous ne sommes pas conscients de toutes les données que Facebook récupère"
1925,"Les_utilisateurs_de_Facebook_consentent_%C3%A0_donner_leur_donn%C3%A9es_personnelles","Les utilisateurs de Facebook consentent à donner leur données personnelles"
1926,"L%C3%A9nine_a_expuls%C3%A9_les_intellectuels_d%C3%A8s_1922","L'expulsion des intellectuels"
1927,"L%C3%A9nine_a_fich%C3%A9_les_intellectuels_d%C3%A8s_1922","Le fichage des intellectuels"
1928,"leaf_531","Les religions s'opposent à l'avortement"
1929,"leaf_532","Les religions s'opposent à la contraception"
1930,"leaf_533","Les religions prônent l'infériorité des femmes par rapport aux hommes"
1931,"leaf_534","Les religions assignent aux femmes les travaux domestiques"
1932,"leaf_535","L'islam impose aux femmes de cacher leur corps"
1933,"Le_solde_migratoire_de_l%27Europe_est_nul","Le solde migratoire de l'Europe est nul"
1934,"Il_est_faux_qu%27on_accueille_tr%C3%A8s_peu_de_migrants_%C3%A9tant_donn%C3%A9_les_moyens_de_l%E2%80%99Europe","C'est faux"
1935,"Diff%C3%A9rence_entre_stock_et_flux","Différence entre stock et flux"
1936,"On_a_d%C3%A9j%C3%A0_un_taux_d%27immigr%C3%A9s_%C3%A9lev%C3%A9s,_on_ne_peut_pas_accueillir_encore_plus_de_migrants","On a déjà un taux d'immigrés élevés, on ne peut pas accueillir encore plus de migrants"
1937,"leaf_536","Si on en accueille si peu, pourquoi sont-ils dans les rues ?"
1938,"On_n%27a_pas_les_moyens_d%27accueillir_les_migrants","On n'a pas les moyens de les accueillir"
1939,"Les_CSR_sont_fabriqu%C3%A9s_%C3%A0_partir_des_refus_de_tri","Les CSR sont fabriqués à partir des refus de tri"
1940,"Destruction_de_mati%C3%A8res_premi%C3%A8res","Destruction de matières premières"
1941,"leaf_537","Les notes sont de mauvais indicateurs pour situer un élève"
1942,"leaf_538","Il n'y a pas besoin de notes pour situer les élèves"
1943,"leaf_539","La note situe par rapport à quoi ?"
1944,"leaf_540","Y a t'il besoin de situer précisément des élèves lorsque le but est d'atteindre un niveau ?"
1945,"Il_y_a_des_signes_de_fl%C3%A9chissement_de_la_consommation_de_cannabis","Il y a des signes de fléchissement de la consommation"
1946,"Le_sol_des_Murs_%C3%A0_p%C3%AAches_de_Montreuil_est_peu_propice_%C3%A0_la_construction_de_logements","Un sol peu propice à la construction"
1947,"Il_faut_s%27opposer_%C3%A0_la_b%C3%A9tonisation_des_Murs_%C3%A0_p%C3%AAches_de_Montreuil","Non à la bétonisation"
1948,"Il_est_possible_de_construire_un_%C3%A9coquartier_dans_les_Murs_%C3%A0_p%C3%AAches_de_Montreuil","Un écoquartier est possible"
1949,"Manger_des_animaux_n%27est_pas_la_norme_dans_la_nature","C'est faux"
1950,"Ce_n%27est_pas_parce_que_manger_des_animaux_est_la_norme_dans_la_nature_que_cela_est_bon","Les lions mangent aussi leurs petits"
1951,"Ce_qui_est_naturel_n%27est_pas_ce_qui_est_bien","Ce qui est naturel n'est pas ce qui est bien"
1952,"leaf_541","Les autorités nous manipulent"
1953,"Le_lobby_pharmaceutique_nous_manipule","Le lobby pharmaceutique nous manipule"
1954,"Le_terme_%C2%AB_islamophobie_%C2%BB_est_reconnu_par_la_communaut%C3%A9_scientifique_des_sociologues","Un terme reconnu par la communauté scientifique des sociologues"
1955,"Si_l%27univers_n%27a_pas_de_cause,_alors_il_n%27est_pas_n%C3%A9cessaire_qu%27il_existe_quelque_chose","Si l'univers n'a pas de cause, alors il n'est pas nécessaire qu'il existe quelque chose"
1956,"La_n%C3%A9cessit%C3%A9_qu%27il_existe_quelque_chose_suppose_qu%27il_existe_Dieu","La nécessité qu'il existe quelque chose suppose qu'il existe Dieu"
1957,"Le_raisonnement_selon_lequel_un_%C3%AAtre_n%C3%A9cessaire_ne_peut_engendrer_qu%27un_univers_n%C3%A9cessaire_confond_implication_logique_et_lien_causal","Le raisonnement selon lequel un être nécessaire ne peut engendrer qu'un univers nécessaire confond implication logique et lien causal"
1958,"Un_%C3%AAtre_n%C3%A9cessaire_ne_peut_engendrer_qu%27un_univers_contingent","Au contraire, un être nécessaire ne peut engendrer qu'un univers contingent"
1959,"Pr%C3%A9tendre_que_le_f%C3%A9minisme_est_compatible_avec_le_voile_est_un_sophisme","Prétendre que le féminisme est compatible avec le voile est un sophisme"
1960,"Parler_d%27un_f%C3%A9minisme_islamique_est_une_r%C3%A9gression_de_la_pens%C3%A9e_f%C3%A9ministe","Parler d'un féminisme islamique est une régression de la pensée féministe"
1961,"Ce_n%27est_pas_parce_qu%27une_politique_a_%C3%A9chou%C3%A9_que_l%27on_doit_y_renoncer","Ce n'est pas parce qu'une politique a échoué que l'on doit y renoncer"
1962,"L%C3%A9nine_a_violemment_r%C3%A9prim%C3%A9_les_socialistes_en_1919","En 1919"
1963,"L%C3%A9nine_a_violemment_r%C3%A9prim%C3%A9_les_socialistes_en_1919_avec_la_condamnation_de_Maria_Spiridonova","En 1919 avec la condamnation de Maria Spiridonova"
1964,"L%C3%A9nine_a_violemment_r%C3%A9prim%C3%A9_les_socialistes_en_1920","En 1920"
1965,"L%C3%A9nine_a_violemment_r%C3%A9prim%C3%A9_les_socialistes_en_1921","En 1921 après l'introduction de la NEP"
1966,"L%C3%A9nine_a_violemment_r%C3%A9prim%C3%A9_les_socialistes_en_1922","En 1922 avec le procès des socialistes-révolutionnaires"
1967,"leaf_542","C'est un SR de gauche qui assassina à Moscou avec le soutien des siens l'ambassadeur allemand Von Mirbach le 6 juillet 1918, mettant ainsi en danger la souveraineté de la Russie."
1968,"Les_%C3%AAtres_humains_ont_besoin_de_travailler","Un besoin de travailler"
1969,"On_peut_%C3%A9tablir_un_montant_de_revenu_de_base_suffisamment_faible_pour_inciter_les_gens_%C3%A0_travailler","Un montant qui incite à travailler"
1970,"Il_est_possible_de_reconsid%C3%A9rer_les_travaux_p%C3%A9nibles","Reconsidérer les travaux pénibles"
1971,"Le_revenu_de_base_est_un_premier_pas_vers_la_d%C3%A9croissance","Une baisse de production nécessaire et souhaitable"
1972,"Le_revenu_de_base_peut_%C3%AAtre_un_rem%C3%A8de_%C3%A0_la_souffrance_au_travail","Un remède à la souffrance au travail"
1973,"leaf_543","Les expériences passées montrent le contraire"
1974,"leaf_544","Il peut être utile de connaitre la vie privée des personnes publiques"
1975,"Une_carte_d%27identit%C3%A9_%C3%A9lectronique_peut_%C3%AAtre_mise_en_place_pour_voter_par_internet","Une carte d'identité électronique peut être mise en place"
1976,"Avec_le_vote_%C3%A9lectronique_il_est_plus_difficile_de_v%C3%A9rifier_l%27identit%C3%A9_des_votants_qu%27avec_le_vote_papier","Il est plus difficile de vérifier l'identité des votants"
1977,"Une_authentification_forte_est_possible_pour_voter_par_internet","Une authentification forte est possible"
1978,"Une_v%C3%A9rification_par_la_blockchain_est_possible_pour_voter_par_internet","Une vérification par la blockchain est possible"
1979,"leaf_545","Certains pays nuancent ces recommandations"
1980,"Les_autorit%C3%A9s_peuvent_se_tromper_sur_les_vaccins","Les autorités peuvent se tromper"
1981,"leaf_546","Les autorités servent les intérêts des puissants"
1982,"leaf_547","Le cumul des mandats des élus est limité"
1983,"La_combustion_g%C3%A9n%C3%A8re_des_gaz_qui_contribuent_%C3%A0_l%27effet_de_serre.","la combustion génère des gaz qui contribuent à l'effet de serre."
1984,"Participe_%C3%A0_la_lutte_contre_le_changement_climatique","Participe à la  lutte contre le changement climatique"
1985,"L%27%C3%A9clatement_de_la_production_est_une_r%C3%A9ponse_de_la_bourgeoisie_%C3%A0_la_terreur_provoqu%C3%A9e_par_la_gr%C3%A8ve_g%C3%A9n%C3%A9rale_de_Mai_68","L'éclatement de la production est une réponse de la bourgeoisie à la terreur provoquée par la grève générale de Mai 68"
1986,"leaf_548","Les étrangers n'ont pas le droit de vote"
1987,"leaf_549","Les travailleurs mineurs n'ont pas le droit de vote"
1988,"Beaucoup_de_personnes_ne_sont_pas_inscrites_sur_les_listes_%C3%A9lectorales_en_France","Beaucoup de personnes ne sont pas inscrites sur les listes électorales"
1989,"L%27%C3%A9lection_de_repr%C3%A9sentant_rend,_par_d%C3%A9finition,_notre_r%C3%A9gime_oligarchique.","'Démocratie représentative' est un oxymore."
1990,"leaf_550","Ce qui est peu crédible peut être vrai"
1991,"Comparer_Dieu_%C3%A0_l%27homme_est_une_analogie_l%C3%A9gitime_sous_un_certain_rapport","Comparer Dieu à l'homme est une analogie légitime sous un certain rapport"
1992,"leaf_551","Dieu est à l'image de l'homme parce que l'homme est à l'image de Dieu"
1993,"Les_mendiants_d%C3%A9pendent_trop_des_riches_pour_devenir_r%C3%A9volutionnaires","Les mendiants dépendent trop des riches pour devenir révolutionnaires"
1994,"Le_lumpenprol%C3%A9tariat_est_trop_l%C3%A2che_et_v%C3%A9nal_pour_mener_la_r%C3%A9volution_sans_la_trahir","Le lumpenprolétariat est trop lâche et vénal pour mener la révolution sans la trahir"
1995,"L%27ordre_et_la_complexit%C3%A9_du_monde_supposent_un_Dieu_cr%C3%A9ateur","L'ordre et la complexité du monde supposent un créateur"
1996,"Dieu_explique_l%27existence_des_lois_de_la_nature","Dieu explique l'existence des lois de la nature"
1997,"Dieu_explique_l%27ajustement_tr%C3%A8s_improbable_des_constantes_fondamentales_de_l%27univers","Dieu explique l'ajustement très improbable des constantes fondamentales de l'univers"
1998,"Dieu_explique_l%27apparition_et_la_complexit%C3%A9_du_langage_humain","Dieu explique l'apparition et la complexité du langage humain"
1999,"Un_Dieu_%C3%A0_l%27image_de_l%27homme_est_trop_humain_pour_%C3%AAtre_cr%C3%A9dible","Supposer un créateur à visage humain n'est pas crédible"
2000,"Il_est_impossible_de_recompter_les_votes","Il est impossible de recompter les votes"
2001,"Les_%C3%A9lections_doivent_pouvoir_%C3%AAtre_contr%C3%B4l%C3%A9es_par_n%27importe_quel_citoyen","Les élections doivent pouvoir être contrôlées par n'importe quel citoyen"
2002,"Les_%C3%A9lections_ne_doivent_pas_rester_entre_les_mains_d%27experts","Les élections ne doivent pas rester entre les mains d'experts"
2003,"Les_Murs_%C3%A0_p%C3%AAches_de_Montreuil_doivent_accueillir_des_activit%C3%A9s_non_commerciales","Des lieux non commerciaux sont à inventer"
2004,"Des_grosses_entreprises_telles_que_Microsoft_ou_Google_s%27int%C3%A9ressent_%C3%A0_l%27open-source","Des grosses entreprises telles que Microsoft ou Google s'intéressent à l'open-source"
2005,"L%27%C3%A9cole_%C3%A9choue_%C3%A0_d%C3%A9velopper_l%27esprit_critique","L'école échoue à développer l'esprit critique"
2006,"Il_faut_d%C3%A9velopper_l%27%C3%A9ducation_au_sens_critique","Il faut développer l'éducation au sens critique"
2007,"Les_enfants_des_migrants_s%27int%C3%A9greront_bien","Les enfants des migrants s'intégreront bien"
2008,"Il_existe_des_raisons_%C3%A9conomiques_ou_politiques_pour_refuser_les_migrants","On peut avoir des raisons économiques ou politiques pour refuser les migrants"
2009,"leaf_552","Ceux qui refusent les migrants, refusent en général aussi les migrants d'autres pays européens"
2010,"leaf_553","La France est le pays le moins raciste du monde"
2011,"On_ne_peut_pas_rejeter_le_boycott_en_raison_de_l%27existence_de_probl%C3%A8mes_plus_importants","On ne peut pas rejeter le boycott en raison de l'existence de problèmes plus importants"
2012,"Les_exp%C3%A9rimentations_men%C3%A9es_dans_les_ann%C3%A9es_1960_aux_%C3%89tats-Unis_et_au_Canada_sont_biais%C3%A9es_au_niveau_de_la_dur%C3%A9e_des_exp%C3%A9rimentations","Biais de la durée des expérimentations"
2013,"Les_exp%C3%A9rimentations_men%C3%A9es_dans_les_ann%C3%A9es_1960_aux_%C3%89tats-Unis_et_au_Canada_sont_biais%C3%A9es_au_niveau_de_la_population_retenue","Biais de la population retenue"
2014,"leaf_554","Les hommes ont intérêt à conserver leur rôle de dominants dans les rapports de séduction"
2015,"leaf_555","Beaucoup de femmes préfèrent les hommes dominants"
2016,"leaf_556","L'ambiguïté contribue à la magie de la séduction"
2017,"Des_le%C3%A7ons_des_privatisations_pass%C3%A9es_ont_%C3%A9t%C3%A9_tir%C3%A9es","Des leçons des privatisations passées ont été tirées"
2018,"Les_id%C3%A9ologies_dangereuses_ne_font_pas_appel_%C3%A0_la_raison","Les idéologies dangereuses ne font pas appel à la raison"
2019,"Il_faut_opposer_aux_discours_dangereux_des_contre-discours","Il faut opposer aux discours dangereux des contre-discours"
2020,"L%C3%A9nine_reconnaissait_et_corrigeait_ses_erreurs","Lénine reconnaissait et corrigeait ses erreurs"
2021,"leaf_557","En 1945 Staline déclare la guerre au Japon afin de venger la défaite russe de 1905 que Lénine avait vue favorablement"
2022,"La_politique_de_collectivisation_agricole_violente_de_Staline_tournait_le_dos_aux_choix_de_L%C3%A9nine_clam%C3%A9s_avec_insistance_en_1919","La politique de collectivisation agricole violente de Staline tournait le dos aux choix de Lénine clamés avec insistance en 1919"
2023,"leaf_558","L'absence de notes ne garantit pas qu'un élève tend à s'améliorer"
2024,"leaf_559","La compétition n'est pas l'émulation"
2025,"leaf_560","Les prétendus miracles reposent sur des expériences frauduleuses"
2026,"Les_pr%C3%A9tendus_miracles_sont_des_illusions_du_cerveau_humain","Les prétendus miracles sont des illusions du cerveau humain"
2027,"leaf_561","Les miracles sont des phénomènes naturels rares mais expliquables par la science"
2028,"leaf_562","Les miracles sont des phénomènes paranormaux qui n'impliquent pas l'existence de Dieu"
2029,"Les_arguments_en_faveur_des_miracles_sont_toujours_plus_improbables_que_les_explications_rationnelles","Les arguments en faveur des miracles sont toujours plus improbables que les explications rationnelles"
2030,"Il_y_a_d%C3%A9j%C3%A0_beaucoup_de_ch%C3%B4meurs_%C3%A0_employer_au_lieu_d%27appeler_des_migrants","Il y a déjà beaucoup de chômeurs à employer au lieu d'appeler des migrants"
2031,"leaf_563","Cela favorise les traitements sadiques faits sur les animaux"
2032,"leaf_564","Comme pour bien d'autres travaux"
2033,"leaf_565","Ces conditions de travail peuvent être améliorées"
2034,"La_d%C3%A9mocratie_n%27est_pas_un_bon_r%C3%A9gime","La démocratie n'est pas un bon régime"
2035,"L%C3%A9nine_a_violemment_r%C3%A9prim%C3%A9_les_anarchistes_d%C3%A8s_1918","Dès 1918"
2036,"Les_bolch%C3%A9viks_ont_d%C3%BB_r%C3%A9primer_le_soul%C3%A8vement_des_marins_de_Kronstadt_pour_pr%C3%A9server_la_r%C3%A9volution","Les bolchéviks devaient tenir"
2037,"leaf_566","L'expression des émotions affaiblirait la domination des hommes"
2038,"leaf_567","Le droit d'auteur est injuste"
2039,"Les_auteurs_peuvent_%C3%AAtre_r%C3%A9tribu%C3%A9s_autrement_que_par_les_droits_d%27auteur","Les auteurs peuvent être rétribués différemment"
2040,"Supprimer_le_droit_d%27auteur_est_une_%C3%A9tape_vers_la_soci%C3%A9t%C3%A9_de_gratuit%C3%A9","Supprimer le droit d'auteur est une étape vers la société de gratuité"
2041,"Manger_des_animaux_contribue_fortement_au_r%C3%A9chauffement_climatique","Manger des animaux contribue fortement au réchauffement climatique"
2042,"Manger_des_animaux_conduit_au_bouleversement_des_%C3%A9cosyst%C3%A8mes","Cela conduit au bouleversement des écosystèmes"
2043,"Manger_des_animaux_conduit_au_gaspillage_de_ressources_%C3%A9nerg%C3%A9tiques","Cela conduit au gaspillage de ressources énergétiques"
2044,"Manger_des_animaux_est_l%27une_des_principales_causes_de_d%C3%A9forestation","Cela est l'une des principales causes de déforestation"
2045,"Manger_des_animaux_conduit_%C3%A0_une_pollution_des_sols_%C3%A0_cause_des_nitrates","Cela conduit à une pollution des sols à cause des nitrates"
2046,"leaf_568","Un élevage respectueux de l'environnement est possible"
2047,"Beaucoup_de_soci%C3%A9t%C3%A9s_commerciales_autres_que_Facebook_exploitent_les_donn%C3%A9es_personnelles_de_leurs_clients","Beaucoup de sociétés commerciales autres que Facebook exploitent les données personnelles de leurs clients"
2048,"Il_ne_faut_pas_confondre_blocage_de_la_circulation_et_blocage_de_la_production","Il ne faut pas confondre blocage de la circulation et blocage de la production"
2049,"Les_nouvelles_technologies_permettent_un_contr%C3%B4le_g%C3%A9n%C3%A9ralis%C3%A9","Les nouvelles technologies permettent un contrôle généralisé"
2050,"leaf_569","Les hommes sont socialisés pour être égoïstes"
2051,"leaf_570","Les hommes sont socialisés pour se sentir supérieurs aux femmes"
2052,"leaf_571","Les hommes sont socialisés pour déshumaniser les femmes"
2053,"leaf_572","La solidarité masculine est construite sur le dénigrement et l'exclusion des femmes"
2054,"Les_oeuvres_d%27art_choquantes_jouent_avec_les_limites_et_la_transgression","Les oeuvres d'art choquantes jouent avec les limites et la transgression"
2055,"leaf_573","Les ouvriers sont trop dociles et influençables"
2056,"leaf_574","Les ouvriers ne peuvent pas se permettre de perdre de l'argent ou de perdre leur emploi"
2057,"leaf_575","Manifester est trop dangereux"
2058,"leaf_576","Ce ne fut pas Lénine lui-même mais l'attentat dont il fut l'objet qui imposa en septembre 1918 aux bolcheviks jusque là très patients la notion 'd'ennemi du peuple'"
2059,"L%C3%A9nine_cr%C3%A9e_la_cat%C3%A9gorie_d%27%C2%AB_ennemis_du_peuple_%C2%BB_d%C3%A8s_1918","Lénine crée la catégorie d'« ennemis du peuple » dès 1918"
2060,"leaf_577","L'émancipation des femmes doit être l'oeuvre des femmes elles-mêmes"
2061,"En_1901_L%C3%A9nine_a_seulement_lou%C3%A9_Robespierre_comme_un_d%C3%A9fenseur_de_la_libert%C3%A9_de_conscience_puis_en_1915_comme_un_antibelliciste","En 1901 Lénine a seulement loué Robespierre comme un défenseur de la liberté de conscience puis en 1915 comme un antibelliciste"
2062,"L%C3%A9nine_faisait_l%27%C3%A9loge_de_la_terreur_avant_1914","Lénine faisait l'éloge de la terreur avant 1914"
2063,"En_d%C3%A9cembre_1919_il_cite_pour_sa_d%C3%A9fense_Alphonse_Aulard,_historien_jacobin_et_radical-socialiste,_plus_proche_de_Danton_que_de_Robespierre","En décembre 1919 il cite pour sa défense Alphonse Aulard, historien jacobin et radical-socialiste, plus proche de Danton que de Robespierre"
2064,"Certaines_id%C3%A9ologies_causent_des_comportements_violents","Certaines idéologies causent des comportements violents"
2065,"Ce_ne_sont_pas_les_id%C3%A9es_qui_d%C3%A9terminent_les_comportements","Ce ne sont pas les idées qui déterminent les comportements"
2066,"leaf_578","Le Big Bang a une cause"
2067,"Il_n%27y_a_pas_besoin_de_poss%C3%A9der_un_ordinateur_pour_voter_avec_les_machines_%C3%A0_voter","Il n'y en a pas besoin avec les machines à voter"
2068,"Des_lieux_de_vote_peuvent_%C3%AAtre_ouverts_au_public","Des lieux de vote peuvent être ouverts au public"
2069,"leaf_579","Le langage humain émerge de la communication animale"
2070,"leaf_580","Le langage humain est un produit de l'évolution darwinienne"
2071,"Dieu_d%C3%A9livre_la_v%C3%A9rit%C3%A9_%C3%A0_tous_les_peuples","Dieu délivre la vérité à tous les peuples"
2072,"Pr%C3%A9tendre_qu%27il_y_a_une_seule_religion_vraie_est_faire_preuve_d%27intol%C3%A9rance","Prétendre qu'il y a une seule religion vraie est faire preuve d'intolérance"
2073,"La_mairie_de_Montreuil_cherche_des_garanties_l%C3%A9gales_pour_prot%C3%A9ger_les_Murs_%C3%A0_p%C3%AAches","La mairie de Montreuil cherche des garanties légales pour protéger les Murs à pêches"
2074,"Le_projet_de_reconversion_de_l%27usine_EIF_pr%C3%A9pare_les_op%C3%A9rateurs_priv%C3%A9s_%C3%A0_faire_ce_qu%27ils_veulent_des_Murs_%C3%A0_p%C3%AAches_de_Montreuil","Un projet qui prépare les opérateurs privés à faire ce qu'ils veulent dans les prochaines années"
2075,"Les_quelques_erreurs_dans_le_rapport_du_GIEC_de_2007_ne_remettent_pas_en_question_la_conclusion_globale_du_rappport","Des erreurs qui ne remettent pas en question la conclusion globale"
2076,"Financer_les_syst%C3%A8mes_de_retraite_et_d%27assurance_maladie_a_%C3%A9t%C3%A9_possible_malgr%C3%A9_ce_qu%27on_en_disait","On a dit de même pour les systèmes des retraites et d'assurance maladie"
2077,"Financer_un_revenu_de_base_est_irr%C3%A9aliste","Un financement irréaliste"
2078,"Financement_mensuel_et_non_annuel_coupl%C3%A9_avec_la_taxe_de_financement","Financement mensuel et non annuel couplé avec la taxe de financement"
2079,"leaf_581","Ce verset peut être interprété d'autres façons"
2080,"leaf_582","Le FN n'a actuellement pas besoin de milices armées"
2081,"Le_Front_national_pourrait_avoir_besoin_de_milices_arm%C3%A9es_si_la_situation_politique_changeait","La situation pourrait toutefois très vite changer"
2082,"leaf_583",""
2083,"leaf_584",""
2084,"leaf_585",""
2085,"leaf_586",""
2086,"leaf_587",""
2087,"leaf_588",""
2088,"leaf_589",""
2089,"leaf_590",""
2090,"leaf_591",""
2091,"leaf_592",""
2092,"leaf_593",""
2093,"leaf_594",""
2094,"leaf_595",""
2095,"leaf_596",""
2096,"Le_revenu_de_base_est_un_d%C3%A9sastre_%C3%A9conomique","Un désastre économique"
2097,"L%27Europe_ne_peut_pas_fermer_ses_fronti%C3%A8res","L'Europe ne peut pas fermer ses frontières"
2098,"Les_adultes_consentants_font_ce_qu%27ils_veulent","Les adultes consentants font ce qu'ils veulent"
2099,"La_pornographie_n%27influence_pas_les_comportements","La pornographie n'influence pas les comportements"
2100,"Il_faut_une_pornographie_diff%C3%A9rente","Il faut une pornographie différente"
2101,"Le_travail_de_recherche_et_de_conception_fait_partie_du_travail_de_production","Le travail de recherche et de conception fait partie du travail de production"
2102,"Tout_travail_productif_n%27est_pas_n%C3%A9cessairement_manuel","Tout travail productif n'est pas nécessairement manuel"
2103,"Les_ouvriers_font_un_travail_de_plus_en_plus_intellectuel_et_qualifi%C3%A9","Les ouvriers font un travail de plus en plus intellectuel et qualifié"
2104,"Le_travail_intellectuel_joue_un_r%C3%B4le_de_plus_en_plus_important_dans_le_processus_de_production","Le travail intellectuel joue un rôle de plus en plus important dans le processus de production"
2105,"leaf_597","Certains vaccins sont inefficaces"
2106,"La_r%C3%A9duction_du_nombre_d%27%C3%A9pid%C3%A9mie_est_li%C3%A9e_%C3%A0_l%E2%80%99am%C3%A9lioration_des_conditions_d%E2%80%99hygi%C3%A8ne,_pas_aux_vaccins","Les progrès observés sont liés à l’amélioration des conditions d’hygiène"
2107,"leaf_598","L'élevage intensif a diminuer considérablement notre empathie pour le vivant."
2108,"leaf_599","Nos animaux de compagnies nous en apprennes davantage sur le bien-être."
2109,"leaf_600","Il existe une morale indépendante des hommes"
2110,"leaf_601","Dieu est nécessaire à l'agir humain"
2111,"leaf_602","Seul Dieu est garant de la réalité et de la véracité du monde"
2112,"leaf_603","L'existence de Dieu est contenue dans son concept"
2113,"leaf_604","Nous avons en nous des concepts que nous n'avons pas pu créer"
2114,"leaf_605","L'hypothèse de Dieu est plus simple que l'hypothèse athéiste"
2115,"leaf_606","Rien ne montre l'existence d'un dieu"
2116,"leaf_607","Il n'existe pas d'esprit en dehors de la matière"
2117,"leaf_608","Les religions se contredisent"
2118,"leaf_609","L'homme est libre"
2119,"leaf_610","L'homme est déterminé"
2120,"leaf_611","Dieu est un concept contradictoire"
2121,"leaf_612","L'existence humaine n'est pas à la hauteur de Dieu"
2122,"Les_emplacements_propos%C3%A9s_pour_les_ateliers_de_maintenance_du_tramway_%C3%A0_Montreuil_ne_conviennent_ni_%C3%A0_la_RATP_ni_aux_associations","Les emplacements proposés ne conviennent ni à la RATP ni aux associations"
2123,"L%27am%C3%A9nagement_des_ateliers_de_maintenance_du_tramway_dans_les_Murs_%C3%A0_p%C3%AAches_de_Montreuil_va_occuper_trop_d%27espace","Un aménagement qui va occuper trop d'espace"
2124,"L%27am%C3%A9nagement_des_ateliers_de_maintenance_du_tramway_dans_les_Murs_%C3%A0_p%C3%AAches_de_Montreuil_ne_s%27int%C3%A8gre_pas_au_paysage","Un aménagement qui ne s'intègre pas au paysage"
2125,"L%27am%C3%A9nagement_des_ateliers_de_maintenance_du_tramway_dans_les_Murs_%C3%A0_p%C3%AAches_de_Montreuil_va_%C3%A0_l%27encontre_de_la_volont%C3%A9_des_habitants","Un projet qui va à l'encontre de la volonté des habitants"
2126,"La_menace_de_proc%C3%A8s_en_diffamation_nuit_%C3%A0_la_diffusion_de_l%27information","La menace de procès en diffamation nuit à la diffusion de l'information"
2127,"leaf_613","L'attaque pour diffamation protège les puissants"
2128,"Les_lois_contre_la_diffamation_d%C3%A9responsabilisent_les_citoyens","Les lois contre la diffamation déresponsabilisent les citoyens"
2129,"leaf_614","Le capitalisme conduit à une perte du sens esthétique"
2130,"Le_capitalisme_appauvrit_l%27imaginaire_et_la_spiritualit%C3%A9_des_individus","Le capitalisme appauvrit l'imaginaire et la spiritualité des individus"
2131,"leaf_615","Le capitalisme conduit à une perte du sens de la vie"
2132,"leaf_616","Le capitalisme conduit à un désenchantement du monde"
2133,"leaf_617","Le capitalisme désacralise les religions et le divin"
2134,"leaf_618","Le capitalisme bride la créativité"
2135,"Les_religions_pr%C3%A9conisent_des_voies_diff%C3%A9rentes","Des voies différentes"
2136,"Les_religions_th%C3%A9istes_et_non_dualistes_pr%C3%A9conisent_des_attitudes_diff%C3%A9rentes","Des attitudes différentes"
2137,"leaf_619","Le capitalisme contribue au changement climatique et ignore le problème"
2138,"Les_religions_affirment_la_libert%C3%A9_humaine","Les religions affirment la liberté humaine"
